email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
todd53@castillo.com;Female;58;White;Divorced;HS-grad;United-States;Private;Exec-managerial;<=50K
davidstewart@hotmail.com;Male;44;White;Married-civ-spouse;Assoc-voc;United-States;Local-gov;Craft-repair;>50K
jasoncharles@yahoo.com;Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
collinsamber@yahoo.com;Male;29;White;Never-married;Assoc-acdm;Mexico;Private;Sales;<=50K
iarmstrong@lopez.com;Female;45;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
alex76@hotmail.com;Male;23;White;Never-married;Assoc-acdm;United-States;Private;Other-service;<=50K
jasonbecker@cox.org;Female;39;White;Divorced;HS-grad;United-States;State-gov;Adm-clerical;<=50K
ybrown@hotmail.com;Male;45;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
teresa38@parker-santos.net;Male;51;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
kelsey36@evans.com;Male;22;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
obarnes@reynolds.com;Male;28;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
rtorres@yahoo.com;Female;23;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
clarkamanda@yahoo.com;Male;33;Black;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
johnsonshawn@hotmail.com;Male;37;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;<=50K
johnarellano@valencia-townsend.com;Female;19;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
jessicadavis@gmail.com;Male;35;White;Married-civ-spouse;11th;United-States;Private;Farming-fishing;<=50K
thomasamber@martinez.biz;Female;62;White;Divorced;7th-8th;Columbia;Private;Tech-support;<=50K
angelaperry@kane.net;Male;25;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
natalie73@gmail.com;Male;21;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
charlescross@hotmail.com;Male;32;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
brianlong@gmail.com;Female;32;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
michaeltaylor@wall-tran.com;Female;70;White;Widowed;HS-grad;United-States;Local-gov;Adm-clerical;<=50K
gsmith@young-walsh.com;Male;57;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
ilawrence@hotmail.com;Male;31;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
raymond68@wilkins.com;Male;37;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
amy63@yahoo.com;Female;34;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
joneswilliam@smith.info;Male;26;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Farming-fishing;<=50K
martinezjennifer@yahoo.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
coryatkins@martinez.com;Male;66;White;Married-civ-spouse;7th-8th;United-States;Private;Craft-repair;<=50K
gabriel05@yahoo.com;Female;39;White;Divorced;HS-grad;United-States;Local-gov;Craft-repair;<=50K
crystal01@cooper.net;Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
jessemoore@chaney.com;Male;53;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;>50K
eanderson@hotmail.com;Female;36;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
josephsoto@hotmail.com;Male;61;White;Married-civ-spouse;9th;United-States;Private;Craft-repair;<=50K
amedina@wright.org;Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
megan58@yahoo.com;Male;38;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
garciajennifer@yahoo.com;Male;26;White;Never-married;HS-grad;Mexico;Private;Adm-clerical;<=50K
angela26@hill-santos.com;Male;27;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
fparsons@hotmail.com;Female;58;White;Divorced;9th;United-States;Local-gov;Other-service;<=50K
millsnathan@gmail.com;Female;37;White;Divorced;HS-grad;Puerto-Rico;State-gov;Adm-clerical;<=50K
bakerdavid@hotmail.com;Male;56;White;Married-civ-spouse;7th-8th;United-States;Private;Craft-repair;<=50K
hwilliams@gmail.com;Male;36;White;Separated;Some-college;United-States;Private;Exec-managerial;>50K
joseph66@hotmail.com;Male;29;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
ehanson@molina-blackburn.biz;Male;28;White;Never-married;10th;United-States;Private;Transport-moving;<=50K
hoopermarilyn@herrera.biz;Male;61;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
christopherflores@osborne-kennedy.org;Male;66;White;Married-civ-spouse;9th;United-States;Self-emp-not-inc;Farming-fishing;>50K
bpruitt@gmail.com;Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Farming-fishing;>50K
abailey@porter.info;Female;21;White;Never-married;Assoc-acdm;United-States;Private;Other-service;<=50K
breanna87@fernandez-davis.org;Male;67;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Transport-moving;>50K
linda06@ballard.org;Male;26;White;Widowed;HS-grad;United-States;Private;Transport-moving;<=50K
michaelhorton@brown.net;Male;21;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
pwebb@stafford-garner.com;Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
ortiztammy@edwards.com;Female;33;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
nicholas25@hotmail.com;Male;59;White;Married-civ-spouse;Bachelors;United-States;State-gov;Exec-managerial;>50K
dennis55@wilson.org;Male;82;White;Married-civ-spouse;7th-8th;United-States;Self-emp-inc;Farming-fishing;<=50K
qfitzgerald@myers.org;Female;34;White;Married-civ-spouse;Doctorate;United-States;State-gov;Prof-specialty;>50K
normamcknight@gmail.com;Male;29;White;Married-civ-spouse;Bachelors;France;Private;Exec-managerial;>50K
mark32@murphy.com;Female;19;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
samantha63@hotmail.com;Male;57;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
ybradford@miller-carter.com;Male;41;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
williamroach@gmail.com;Male;55;Black;Married-civ-spouse;10th;United-States;Private;Other-service;<=50K
achandler@harrison.com;Male;27;Black;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
timothymiller@yahoo.com;Male;33;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
kristinamccarthy@murphy.com;Male;43;Black;Divorced;Some-college;United-States;State-gov;Adm-clerical;>50K
reneeandrews@garcia.com;Female;72;White;Widowed;Some-college;United-States;Federal-gov;Tech-support;<=50K
fordtimothy@gmail.com;Male;68;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
brownkelly@stewart-craig.com;Female;29;White;Separated;HS-grad;United-States;Private;Adm-clerical;<=50K
shannon65@hotmail.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
jennifernielsen@rodriguez.biz;Male;30;White;Married-civ-spouse;HS-grad;United-States;Private;Protective-serv;<=50K
hgraves@gmail.com;Male;31;Asian-Pac-Islander;Divorced;Bachelors;United-States;Private;Other-service;>50K
bryanbooker@martin-moore.net;Female;54;Black;Married-spouse-absent;5th-6th;Haiti;Private;Other-service;<=50K
michelle98@pham-smith.com;Female;32;White;Separated;Assoc-acdm;United-States;Private;Exec-managerial;>50K
jwilcox@gmail.com;Female;56;White;Widowed;HS-grad;United-States;Private;Sales;<=50K
kelseywiggins@yahoo.com;Male;41;White;Married-civ-spouse;Assoc-voc;United-States;State-gov;Prof-specialty;>50K
ericjohnson@gmail.com;Female;48;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
jessica57@johnson.com;Male;66;White;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Farming-fishing;<=50K
phamchloe@hotmail.com;Female;25;White;Never-married;Bachelors;United-States;Self-emp-inc;Sales;<=50K
christopherstone@hotmail.com;Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
marcusolson@hotmail.com;Male;32;White;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
jeffrey65@schaefer-fry.com;Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
christinapennington@hotmail.com;Female;42;Black;Never-married;HS-grad;Trinadad&Tobago;Private;Adm-clerical;<=50K
rmaldonado@sexton.com;Male;31;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
jasmine19@yahoo.com;Female;43;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
mwilliams@hotmail.com;Female;42;Black;Never-married;Some-college;United-States;Private;Transport-moving;<=50K
johnsonkayla@ellis-hill.net;Male;20;Other;Never-married;HS-grad;United-States;State-gov;Other-service;<=50K
kristinawilliams@gmail.com;Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
melissajones@gmail.com;Female;65;White;Widowed;HS-grad;United-States;Private;Adm-clerical;<=50K
sharon54@hotmail.com;Male;53;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
williamsandrew@hotmail.com;Male;56;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
christina81@hotmail.com;Male;51;White;Married-civ-spouse;Doctorate;United-States;State-gov;Exec-managerial;>50K
annettebaker@alexander.com;Male;44;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
ucarter@blair.info;Male;49;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Exec-managerial;>50K
arianacohen@sanchez.info;Male;47;Black;Divorced;HS-grad;United-States;Private;Craft-repair;>50K
nelsonwilliam@newton-collier.com;Female;22;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
huffkristen@gmail.com;Male;53;White;Separated;Some-college;United-States;Private;Craft-repair;>50K
billysmith@gmail.com;Male;41;White;Divorced;Some-college;United-States;Local-gov;Protective-serv;<=50K
keith41@hotmail.com;Male;19;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
becky74@gmail.com;Female;27;Amer-Indian-Eskimo;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
andrew04@hotmail.com;Female;48;White;Married-civ-spouse;Assoc-voc;United-States;Self-emp-not-inc;Exec-managerial;>50K
virginiajohnson@allen.biz;Female;52;White;Never-married;7th-8th;United-States;Private;Other-service;<=50K
lbennett@yahoo.com;Male;61;White;Married-civ-spouse;Prof-school;United-States;State-gov;Prof-specialty;>50K
wwilson@yahoo.com;Male;45;Asian-Pac-Islander;Married-civ-spouse;Bachelors;China;Self-emp-not-inc;Exec-managerial;>50K
ndavis@stewart-allen.com;Male;29;White;Married-civ-spouse;9th;United-States;Private;Machine-op-inspct;<=50K
brenda28@smith.com;Male;41;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
ysherman@mosley.biz;Male;38;Black;Divorced;Some-college;United-States;Private;Exec-managerial;<=50K
tortega@yahoo.com;Female;32;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;>50K
anthonybautista@howard.com;Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
fdavid@thomas-underwood.com;Male;55;White;Married-civ-spouse;10th;United-States;Private;Machine-op-inspct;<=50K
cfields@lang.org;Male;62;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Transport-moving;<=50K
andersonjoanna@marshall.com;Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
williamsmelissa@kline.com;Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
mchristian@gmail.com;Male;25;Black;Never-married;HS-grad;United-States;Private;Sales;<=50K
dennismccormick@yahoo.com;Female;47;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
stephanietaylor@hotmail.com;Male;49;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Farming-fishing;<=50K
veronicaflores@hotmail.com;Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
heather70@hotmail.com;Female;42;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
cummingssheila@gmail.com;Male;40;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
xcastro@rodriguez.com;Male;34;White;Married-civ-spouse;Assoc-voc;United-States;Private;Exec-managerial;<=50K
wwilliams@gmail.com;Female;38;White;Separated;HS-grad;United-States;Private;Sales;<=50K
kenneth34@gmail.com;Male;39;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
ureese@harrington-butler.com;Female;45;White;Divorced;Assoc-acdm;United-States;Private;Craft-repair;<=50K
rmathews@yahoo.com;Male;43;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
walkerjames@gmail.com;Female;32;Black;Never-married;HS-grad;United-States;Federal-gov;Exec-managerial;<=50K
michael22@gmail.com;Female;18;White;Never-married;Some-college;Mexico;Private;Other-service;<=50K
lisamarshall@yahoo.com;Male;27;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
smithscott@bradford-barnes.info;Female;57;White;Divorced;Assoc-acdm;United-States;Private;Tech-support;<=50K
xgonzalez@fuller-williamson.com;Female;38;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
brianjones@montes-martinez.com;Male;67;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
masonlaura@gmail.com;Female;26;White;Separated;11th;United-States;Private;Other-service;<=50K
cheryl34@gmail.com;Male;21;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
taylor48@duncan.biz;Male;17;White;Never-married;10th;United-States;Private;Other-service;<=50K
kristinagonzalez@simon-smith.com;Male;31;White;Married-civ-spouse;HS-grad;Mexico;Private;Craft-repair;<=50K
nelsonmelissa@hotmail.com;Male;51;Black;Separated;Assoc-acdm;United-States;Self-emp-not-inc;Sales;<=50K
alexander60@harris.info;Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
danielgardner@king.info;Male;28;White;Never-married;Bachelors;United-States;Private;Craft-repair;>50K
amy75@sanchez-coleman.com;Male;32;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Prof-specialty;>50K
andrea23@yahoo.com;Male;31;White;Married-civ-spouse;Some-college;United-States;Local-gov;Protective-serv;<=50K
brittanyrasmussen@howard.com;Male;26;White;Married-civ-spouse;Some-college;United-States;Private;Handlers-cleaners;>50K
nicholsdavid@gmail.com;Female;28;White;Divorced;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
ashleyduran@yahoo.com;Female;40;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
singletonelizabeth@morales.com;Male;51;White;Never-married;7th-8th;United-States;Private;Handlers-cleaners;<=50K
priscillathomas@gmail.com;Male;62;Black;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;<=50K
jsmith@ramirez-brown.com;Male;54;White;Married-civ-spouse;10th;United-States;Private;Machine-op-inspct;<=50K
holmesmark@yahoo.com;Female;55;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
hicksmadison@gmail.com;Male;24;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
trichardson@hotmail.com;Male;27;White;Never-married;Masters;United-States;Private;Adm-clerical;<=50K
khood@walls-castaneda.com;Male;18;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
dean85@porter-yoder.info;Female;22;Amer-Indian-Eskimo;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
christinemaddox@gmail.com;Female;21;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
adrianbruce@scott-lynch.com;Male;44;Asian-Pac-Islander;Married-civ-spouse;Some-college;Philippines;Self-emp-not-inc;Sales;>50K
tylerrobinson@fleming.com;Male;38;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
spencer54@gutierrez-west.com;Male;39;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
moramikayla@yahoo.com;Male;27;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
vaughnjoshua@hotmail.com;Male;35;Black;Divorced;11th;United-States;Private;Craft-repair;<=50K
hallmeghan@hotmail.com;Male;51;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
pbrooks@hahn-lowery.org;Male;60;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
jonathan75@ingram-watts.net;Male;38;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
browntracy@dixon.info;Male;37;Black;Separated;Some-college;United-States;Private;Handlers-cleaners;<=50K
imcconnell@johnson-weaver.net;Female;43;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
caitlin18@thompson.biz;Female;49;White;Divorced;Some-college;United-States;State-gov;Adm-clerical;<=50K
diamondtaylor@steele.com;Female;17;White;Never-married;10th;United-States;Private;Other-service;<=50K
grosswilliam@gmail.com;Male;32;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
sheilabrown@hotmail.com;Female;23;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
handrade@jackson-thompson.com;Male;28;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
nchurch@richards-le.com;Male;83;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;>50K
